source_id	subjects_num	sessions_num	sessions_min	sessions_max	bold_num	t1w_num	t2w_num	bold_size	t1w_size	bold_size_max	bold_duration_total	bold_duration_mean	bold_voxels_total	bold_voxels_mean	datatypes
ds003643	112	n/a	n/a	n/a	3033	112	0	153504936703	1045094505	50611584	1964886.0	647.8358061325421	413061120	136188.96142433234	anat,func
